title,org,deadline,fee,category,description,url,instagram,location,prize,eligibility,submitVia,requirements,jury,resultsDate,ai,slug,orgInTitle,dateAdded
Street Photography Barcelona Contest 2026,Street Photography Barcelona,2026-04-15,Free,photography,"International street photography contest seeking authentic images of urban life. Three geographic categories: Local (Barcelona), National (Spain), and International. 25 finalists exhibited at Galerie Art Nomade, Barcelona.",https://site.picter.com/street-photography-barcelona-2026,@streetphotography.barcelona,"Barcelona, Spain","€1,500",,Picter,,"Xavi Herrero, Festival Director; Olivier Verdier, Curator, Galerie Art Nomade","May 7, 2026",,street-photography-barcelona-contest-2026,true,2026-03-18
Impressum Photo Award 2026,Appennino Foto Festival,2026-04-26,€30,photography,International photography contest with 7 open-theme sections and 2 themed projects (2026 theme: Rigenerare). Submit up to 25 photos. Free entry for ages 16–20. Finalists exhibited at the festival galleries for one month.,https://www.impressumphotoaward.it/,@appenninofotofestival,"Marche, Italy","€3,900",,Website form,25 images,,Autumn 2026,Dedicated category,impressum-photo-award-2026-appennino-foto-festival,false,2026-03-18
Black & White Spider Awards 2026,Black & White Spider Awards,2026-04-24,$30–$35,photography,Leading international award honoring black-and-white photography. 21st edition. Open to professional and amateur photographers. 235+ title awards. Judged by Steve McCurry among others. Winners announced at live Photoshow November 2026.,https://www.thespiderawards.com/how-to-enter.php,@spiderawards,Online,,,Website form,Unlimited images,"Kelly Sidley, Head of Photographs, Bonhams; Jessica Baxter, Assistant Curator, Tate Modern; Sarah Kennel, Curator of Photography, VMFA; Sara Rizzo, Curator of Photography, MUDEC Milan","November 7, 2026",Not accepted,black-white-spider-awards-2026,true,2026-03-18
ND Awards 2026,ND Awards,2026-04-26,$19–$29,photography,"International photography competition across categories including Architecture, Editorial, Fine Art, Nature, People, and Special. Open to professional and non-professional photographers.",https://ndawards.net/,@ndmagazine,Online,"$3,500",,Website form,,,"November 22, 2026",,nd-awards-2026,true,2026-03-18
International Photography Awards 2026,International Photography Awards,2026-04-30,$20–$40,photography,"One of the world's most prestigious annual photography competitions. 23rd edition. Eleven categories including Fine Art, Documentary, Nature, Portrait, and Photojournalism. $60,000 total prize pool. Sister organization of the Lucie Foundation.",https://www.photoawards.com/,@iphotoawards,Online,"$10,000",,Website form,Unlimited images,"Hossein Farmani, Founder; Alex Pollack, National Geographic; Paris Chong, Leica Gallery LA; Phillip Prodger, Photography Historian",,,international-photography-awards-2026,true,2026-03-18
London Photography Awards 2026,International Awards Associate,2026-04-30,$25–$50,photography,"International photography awards across 13 categories including Architecture, Fine Art, Nature, Minimalist, Fashion, and Black & White. Separate professional and amateur/student divisions.",https://londonphotographyawards.com/london-photography-awards.php,@londonphotographyawards,"London, United Kingdom","$3,000",,Website form,,,"May 15, 2026",,london-photography-awards-2026-international-awards-associate,false,2026-03-18
Photo Journalism Prize 2026,Photo Journalism Prize,2026-04-30,€20–€25,photography,"International award honoring editorial and documentary photography. 11 categories including Conflict, Daily Life, Documentary, Human Rights, and News. Founded by Hossein Farmani, creator of the Lucie Awards.",https://photojournalismprize.com/,@photojournalismprize,Online,"€5,000",,Website form,1–10 images,"Jim Colton, Editor at Large, ZUMA Press Wire; James Nachtwey, Photojournalist; Steve McCurry, Photojournalist; Ron Haviv, Co-Founder, VII Foundation; Natasha Egan, Executive Director, MoCP; Alex Pollack, Director of Photography, National Geographic","June 15, 2026",,photo-journalism-prize-2026,true,2026-03-18
Gomma Black and White Photo Award 2026,Gomma Publishing,2026-04-30,€29,photography,International black-and-white photography competition for project-based work. Submit 8–24 B&W images from any medium. All genres welcome. Winners published in a dedicated book. 3rd edition.,https://gomma.submittable.com/submit,@gomma_books,Online,€500,,Submittable,8–24 images,,,Not accepted,gomma-black-and-white-photo-award-2026,true,2026-03-18
Landskrona Foto & Breadfield Dummy Award 2026,Landskrona Foto,2026-04-30,€30,zine,"International photobook dummy competition. Submit an unpublished photobook dummy as PDF. Winner receives full publication by Breadfield Press and Landskrona Foto in 2027 including design, printing, and distribution.",https://site.picter.com/landskrona-foto-and-breadfield-dummy-award-2026,@landskronafoto,"Landskrona, Sweden",Publication,,Picter,1 PDF,"Raquel Villar-Pérez, Independent Curator of Photography; Greger Ulf Nilson, Creative Director; Jenny Lindhe, Curator & Artist; Mandy Barker, Photographer; Lin Wei-Lun, Photographer","September 4, 2026",,landskrona-foto-breadfield-dummy-award-2026,true,2026-03-18
International Aerial Photographer of the Year 2026,International Aerial Photographer of the Year,2026-04-30,$22,photography,"Competition celebrating aerial photography from all platforms — drones, planes, helicopters, hot air balloons, mountains, and skyscrapers. Images must be aerial perspective, shot since January 2021.",https://internationalaerialphotographer.com/index.php/info/about-us,@ilpoty,Online,"$5,000",,Website form,,"Tom Hegen, Photographer; Tom Putt, Photographer; Isabella Tabacchi, Photographer",,Not accepted,international-aerial-photographer-of-the-year-2026,true,2026-03-18
ReA! Art Fair 2026,REA ARTE,2026-05-01,€40–€55,exhibition,"Open call for emerging visual artists including photographers for a contemporary art fair at Fabbrica del Vapore, Milan, October 22–25, 2026. All visual art accepted. 50 artists selected; no additional exhibiting costs.",https://www.reafair.com/open-call,@rea.fair,"Milan, Italy","€1,500",,,,,"June 1, 2026",,rea-art-fair-2026,true,2026-03-18
Prix Virginia 2026,Association Sylvia S.,2026-05-07,Free,grant,International photography prize exclusively for professional women photographers. Submit 12–18 cohesive photographs plus CV and artistic statement. Photos must not have been previously exhibited in France. Winner announced November 2026.,https://prixvirginia.awardsplatform.com,@prix_virginia,"Paris, France","€10,000",women; professional,Award Force,12–18 images,"Damarice Amao, Centre Pompidou; Anna Planas, Artistic Director, Paris Photo; Fiona Rogers, Curator, V&A; Pauline Vermare, Curator, Brooklyn Museum",November 2026,,prix-virginia-2026-association-sylvia-s,false,2026-03-18
MonoVisions Black & White Photography Awards 2026,MonoVisions Magazine,2026-05-17,$25–$30,photography,"International black-and-white photography competition across 12 categories including Abstract, Architecture, Fine Art, Landscape, and Street. Open to all skill levels.",https://monovisionsawards.com/,@monovisions,Online,"$5,000",,Website form,1 or 8 images,,"July 26, 2026",,monovisions-black-white-photography-awards-2026,true,2026-03-18
Nature Photographer of the Year 2026,Nature Photographer of the Year,2026-05-31,€34,photography,"International nature photography competition with 12 categories for individual images, a young photographers category, and the Fred Hazelhoff Award for portfolios. Award ceremony November 14, 2026.",https://naturephotographeroftheyear.com/enter-contest/npoty-2025/,@naturephotographeroftheyear,"Leeuwarden, Netherlands","€25,000",,Website form,,,"November 14, 2026",Not accepted,nature-photographer-of-the-year-2026,true,2026-03-18
HIPA Photography Award 2026,Hamdan Bin Mohammed Bin Rashid Al Maktoum,2026-05-31,Free,photography,"Major international photography award with 2026 theme 'Family.' Categories include Family, Dreams Through AI, Sports Photography, Portfolio, and General. Free entry, open to all photographers 18+.",https://www.hipa.ae/competitions,@hipaawards,"Dubai, United Arab Emirates","$1,000,000",,Website form,,,,Accepted only in AI category,hipa-photography-award-2026-hamdan-bin-mohammed-bin-rashid-al-maktoum,false,2026-03-18
Natural Landscape Photography Awards 2026,Natural Landscape Photography Awards,2026-05-31,$17–$68,photography,Competition celebrating realistic landscape and nature photography. No AI or compositing allowed. RAW file checks for finalists. Multiple categories from grand scenics to intimate abstracts.,https://naturallandscapeawards.com/about/,@naturallandscapeawards,Online,"$5,000",,Website form,1–18 images,Anna Morgan; Albert Dros; Wayne Suggs; Mark Littlejohn; Eric Bennett,"September 15, 2026",Not accepted,natural-landscape-photography-awards-2026,true,2026-03-18
Queer Nature Photography Awards 2026,Narwhal Rainbow Alliance,2026-08-31,Free,photography,Free-entry photography award celebrating LGBTQ+ diversity through nature photography. Theme: Queer Nature (non-human). Submit via WeTransfer. Prizes include exhibitions and publication.,https://www.narwhalrainbowalliance.com/queer-nature-photography-awards,@narwhal_rainbow_alliance,"Amsterdam, Netherlands","€1,000",,Email + WeTransfer,Up to 3 images,,"October 17, 2026",,queer-nature-photography-awards-2026-narwhal-rainbow-alliance,false,2026-03-18
The Shape of a Moment,Exposure Photo Gallery,2026-06-30,$5–$20,exhibition,International call exploring photography's ability to capture fleeting moments. Gold Award winner receives a solo exhibition. Exhibitions in Argentina and Los Angeles. Juror: Gary Hershorn (Reuters).,https://www.exposure.gallery/call-002.htm,@exposurephotogallery,"Rio Tercero, Argentina",$500,,Website form,Unlimited images,"Gary Hershorn, Photographer & Editor","August 3, 2026",,the-shape-of-a-moment-exposure-photo-gallery,false,2026-03-18
Chromatic Photography Awards 2026,Chromatic Awards,2026-07-19,$17–$22,photography,"International color photography competition across 20 categories including Aerial, Architecture, Fine Art, Landscape, Nature, Portrait, and Street. Separate Professional and Amateur divisions.",https://chromaticawards.com/information/,@chromaticawards,Online,"$2,000",,Website form,,,"December 20, 2026",,chromatic-photography-awards-2026,true,2026-03-18
PX3 Prix de la Photographie Paris 2026,Prix de la Photographie Paris,2026-07-22,€20–€50,photography,"One of Europe's most prestigious photography awards. Categories include Analog, Architecture, Book, Fine Art, Nature, Portraiture, Press, and Advertising. Winners exhibited in Paris and internationally.",https://px3.fr/submit/,@px3,"Paris, France","€5,000",,Website form,,"James Wellford, National Geographic; Steve McCurry, Photographer; Samuel Nja Kwa, Forbes Afrique",,,px3-prix-de-la-photographie-paris-2026,true,2026-03-18
Camera Clara Photo Award 2026,Prix Camera Clara,2026-07-31,Free,photography,Award dedicated exclusively to photographers using large-format cameras. Rewards unpublished work presented as a coherent series of 5–10 images. Winner receives prize money plus exhibition production.,https://en.prixcameraclara.com/apply,@prixcameraclara,"Paris, France","€8,000",analog-photography,Website form,,,"November 3, 2026",,camera-clara-photo-award-2026,true,2026-03-18
Tokyo International Foto Award 2026,Tokyo International Foto Awards,2026-08-01,€15–€40,photography,"International photography competition introducing photographers to the creative community in Tokyo. Categories include Advertising, Architecture, Editorial, Fine Art, Nature, People, and Portfolio. Winners exhibited in Tokyo.",https://www.tokyofotoawards.jp/submit/,@tokyofotoawards,"Tokyo, Japan","€3,000",,Website form,,"Hideko Kataoka, Photo Editor & Curator; Mariama Attah, Curator; Kenro Izu, Photographer; Susan Baraz, Lucie Foundation Co-Chair; Prof. William Snyder, Rochester Institute of Technology; Alfie Goodrich, Japanorama",,,tokyo-international-foto-award-2026,true,2026-03-18
Milano Photo Awards 2026,TheStreetSoup,2026-08-15,€20–€80,photography,"International photography exhibition and contest in Milan with a tribute to Sebastiao Salgado. Categories include street, portraits, reportage, and nature. Event September 25–27, 2026. Official sponsor: Nikon Italia.",https://milanophotoawards.com/en/the-contest/,@milanophotoawards,"Milan, Italy","€30,000",,Website form,2–10 images,,"September 25-27, 2026",,milano-photo-awards-2026-thestreetsoup,false,2026-03-18
Aesthetica Art Prize 2026,Aesthetica Magazine,2026-08-31,£25,exhibition,"Contemporary art prize celebrating photography, sculpture, installation, digital media, video, and painting. Winners receive exhibition at a major public gallery and publication in Aesthetica Magazine.",https://aestheticamagazine.com/artprize/,@aestheticamag,"York, United Kingdom","£10,000",,Website form,2 images,"Carrie Chan, Curator, V&A; Charlotte Hale, Head of Exhibitions, V&A Dundee; Taous Dahmani, Curator, The Photographers' Gallery",Spring 2027,,aesthetica-art-prize-2026,true,2026-03-18
MUSE Photography Awards 2026,International Awards Associate,2026-03-26,$25–$55,photography,"International photography competition across 14+ categories including Fine Art, Commercial, Nature, People, Minimalist, Editorial, B&W, Architecture, Fashion, and Mobile. Professional and Amateur/Student divisions. Winners featured on Muse.World.",https://musephotographyawards.com/photography-awards.php,@musephotographyawards,Online,"$3,000",,Website form,,,"April 10, 2026",,muse-photography-awards-2026-international-awards-associate,false,2026-03-18
International Color Awards 2026,International Color Awards,2026-03-27,$30–$35,photography,"19th annual international color photography competition. Over 235 title awards across 35 categories. Open to professional and amateur photographers. Winners announced at online Photoshow May 30, 2026. Sister competition to the Black & White Spider Awards.",https://www.colorawards.com/how-to-enter.html,@colorawards,Online,"$2,750",,Website form,Unlimited images,"James A. Ganz, Senior Curator of Photographs, The J. Paul Getty Museum; Venti Hristova, Creative Director, Netflix; Lorenzo Balbi, Director, MAMbo Bologna","May 30, 2026",Not accepted,international-color-awards-2026,true,2026-03-18
PX3 State of the World 2026,Prix de la Photographie Paris,2026-05-13,€35,photography,"Special PX3 contest for photographers to submit series of up to 10 images reflecting unfiltered global stories. 30 photographers selected for a curated exhibition at Paris Photo Prize, which travels internationally. Curated by Hossein Farmani.",https://px3.fr/state-of-the-world-photo-contest/,@px3,"Paris, France",€200 + exhibition,,,Up to 10 images,"James Wellford, National Geographic; Chiara Mariani, Corriere della Sera; Christian Gogolin, GEO Magazine; Christophe Loviny, Yangon Photo Festival; Moritz Neumüller, The Curator Ship; Guillaume Bonn, Photographer",,,px3-state-of-the-world-2026-prix-de-la-photographie-paris,false,2026-03-18
Blank Wall Gallery — Street Photography,Blank Wall Gallery,2026-03-26,Free,exhibition,"Open call for candid, spontaneous street photography capturing city life. Free to submit. Selected work exhibited at Blank Wall Gallery in Athens, April 24 – May 6, 2026.",https://www.blankwallgallery.com/contest-guidelines-free/,@blankwallgallery,"Athens, Greece",Exhibition,,Email,Up to 5 images,,,,blank-wall-gallery-street-photography,true,2026-03-18
Blank Wall Gallery — Red,Blank Wall Gallery,2026-04-23,Free,exhibition,"Open call for photos featuring red as the dominant color — exploring passion, emotion, and vibrant details. Free to submit. Selected work exhibited at Blank Wall Gallery in Athens, May 22 – June 3, 2026.",https://www.blankwallgallery.com/contest-guidelines-free/,@blankwallgallery,"Athens, Greece",Exhibition,,Email,Up to 5 images,,,,blank-wall-gallery-red,true,2026-03-18
Blank Wall Gallery — Best Portfolio 2026,Blank Wall Gallery,2026-05-31,Paid,exhibition,"International portfolio competition to discover and promote one photographer. Winner receives a two-week solo exhibition with 40 professionally produced prints plus international promotion, valued at over €2,200.",https://www.blankwallgallery.com/best-portfolio/,@blankwallgallery,"Athens, Greece",Solo exhibition,,Email,,,,,blank-wall-gallery-best-portfolio-2026,true,2026-03-18
Color/less — Cambridge Photography Gallery,Cambridge Photography Gallery,2026-03-30,Free (£15 if selected),exhibition,"Open call dedicated to color and its absence. Any approach to constructing the color space of the image is welcome — soft pastels, aggressive red, B&W silhouettes. Color (or its absence) must be a key element. Online exhibition April 10–25, 2026.",https://www.cambridgephotographygallery.com/open-call,@cambridgephotogallery,Online,Exhibition,,,,,,,color-less-cambridge-photography-gallery,true,2026-03-18
Daylight Photo Awards 2026,Daylight Books,2026-05-01,$35,photography,Photography competition recognizing outstanding photographic work. Top prize includes cash award and creation of a digital portfolio. Juror picks receive international marketing promotion and the opportunity to collaborate with Daylight on a monograph. Winners announced August 2026.,https://daylightphotoawards.com/guidelines,@daylightbooks,Online,"$2,500",,,15–20 images,,August 2026,,daylight-photo-awards-2026,true,2026-03-18
Fotografiska HOME — Global Open Call,Fotografiska,2026-07-12,Free,photography,"Global open call exploring home — safety, belonging, dignity, identity, and place. Selected works exhibited at United Nations Headquarters in New York on Human Rights Day, December 10, 2026. Guest curator: James Nachtwey. Submit up to 3 images. Lens-based photography only, no AI.",https://emerging.fotografiska.com/missions/home,@fotografiska.emerging,"New York, NY, USA",Exhibition,,,3 images,,October 2026,,fotografiska-home-global-open-call,true,2026-03-18
The Idle Class — Photography Issue,The Idle Class Magazine,2026-03-27,Free,zine,"Open call for photographers of all genres to submit work for the upcoming Photography Issue of The Idle Class Magazine. Submit via email with name, description, and files.",https://idleclassmag.com/,@theidleclass,Online,Publication,,Email,,,,,the-idle-class-photography-issue,true,2026-03-18
Berlin Photo Awards 2026,Berlin Photo Awards,2026-06-27,Paid,photography,"International photography competition with 24 categories including Portrait, Landscape, Street, Fine Art, Wildlife, Drone, Smartphone, and more. Winners exhibited at ERSTERERSTER Gallery in Berlin and published in the official Winners Photobook.",https://www.berlinphotoawards.com/submit-new-entry/,@berlinphotoawards,"Berlin, Germany","€4,000",,,,,"July 25, 2026","AI editing OK, fully generated not accepted",berlin-photo-awards-2026,true,2026-03-18
Galleri Format — Window Exhibition 2026,Galleri Format,2026-04-12,Free,exhibition,"Open call for artists working in the broad field of photography for the 6th edition of the Window Exhibition at Galleri Format, Malmö. Exhibition runs June 12 – August 9, 2026.",https://galleriformat.nu/,@galleriformat,"Malmö, Sweden",Exhibition,,,,,,,galleri-format-window-exhibition-2026,true,2026-03-18
Griffin Museum — Handmade Photobook Exhibition 2026,Griffin Museum of Photography,2026-03-30,$45,exhibition,2nd annual exhibition for handcrafted photobooks where the artist's hand shapes the object itself. Submit handmade photobooks via CaFE. Juror: Caleb Cain Marcus of Luminosity Lab.,https://www.griffinmuseum.org/calls-for-entry,@griffinmuseum,"Winchester, MA, USA",Exhibition,,CaFE,Up to 3 photobooks,"Caleb Cain Marcus, Luminosity Lab","After May 1, 2026",,griffin-museum-handmade-photobook-exhibition-2026,true,2026-03-18
Provoke USA — Open Call,Domino Film Photo Magazine,2026-03-28,Free,zine,Open call for a photography zine inspired by the Japanese Provoke movement — destabilizing certainty and revealing a world beyond conventional language. International submissions welcome. No AI-generated images. Submit via email with your Instagram handle. Name files with your name (e.g. JohnDoe 1).,https://www.instagram.com/provokezineusa/,@provokezineusa,"Chicago, IL, USA",Publication,,Email,,,,,provoke-usa-open-call-domino-film-photo-magazine,false,2026-03-18
Hariban Award 2026,Benrido,2026-06-15,$50,photography,"International collotype competition combining 170-year-old analogue printing with contemporary photography. Submit 12 black-and-white photographs. Grand Prize: funded two-week residency in Kyoto collaborating with master collotype printers, solo exhibition, and publication in official catalogue. Juror's Choice and Benrido Award winners receive catalogue publication and free Collotype Academy course.",https://site.picter.com/hariban-award-2026,@benrido.atelier,"Kyoto, Japan",Residency + exhibition,,Picter,12 images,"Diane Dufour, Founder & Artistic Director, LE BAL Paris; Erin O'Toole, Curator & Head of Photography, SFMOMA; KIM Jeong Eun, Founder, THE REFERENCE Seoul; Leo Rongone, Photographer & CEO, Moncler","September 15, 2026",,hariban-award-2026-benrido,false,2026-03-22
Dark Frames III — Carlotta Gallery,Carlotta Gallery,2026-04-10,Free (£20 if selected),exhibition,Black and white photography virtual exhibition. A continuation of the inquiry into monochrome photography — absence of colour as a space for deeper perception. Submit up to 3 images via email. Selected work shown in virtual exhibition with catalogue and certificate.,https://www.carlottagallery.co.uk/opencalls,@carlottagallery,Online,Exhibition,,Email,Up to 3 images,,,,dark-frames-iii-carlotta-gallery,true,2026-03-18
Flora — Carlotta Gallery,Carlotta Gallery,2026-04-20,Free (£20 if selected),exhibition,Nature photography virtual exhibition exploring the quiet intensity of plant life. From delicate details to expansive landscapes of growth. Submit up to 3 images via email. Selected work shown in virtual exhibition with catalogue and certificate.,https://www.carlottagallery.co.uk/opencalls,@carlottagallery,Online,Exhibition,,Email,Up to 3 images,,,,flora-carlotta-gallery,true,2026-03-18
Europe — Carlotta Gallery,Carlotta Gallery,2026-05-10,Free (£20 if selected),exhibition,"Photography virtual exhibition exploring Europe as a continuous negotiation between tradition and innovation, memory and experimentation. Submit up to 3 images via email. Selected work shown in virtual exhibition with catalogue and certificate.",https://www.carlottagallery.co.uk/opencalls,@carlottagallery,Online,Exhibition,,Email,Up to 3 images,,,,europe-carlotta-gallery,true,2026-03-18
Candid — Carlotta Gallery,Carlotta Gallery,2026-05-20,Free (£20 if selected),exhibition,"Candid photography virtual exhibition. The art of attention — rooted in presence, patience, and trust in the unfolding moment. Submit up to 3 images via email. Selected work shown in virtual exhibition with catalogue and certificate.",https://www.carlottagallery.co.uk/opencalls,@carlottagallery,Online,Exhibition,,Email,Up to 3 images,,,,candid-carlotta-gallery,true,2026-03-18
Summer — Carlotta Gallery,Carlotta Gallery,2026-06-10,Free (£20 if selected),exhibition,"Summer photography virtual exhibition. Summer is experienced differently across the world — intensity, brightness, stillness, or transformation. Submit up to 3 images via email. Selected work shown in virtual exhibition with catalogue and certificate.",https://www.carlottagallery.co.uk/opencalls,@carlottagallery,Online,Exhibition,,Email,Up to 3 images,,,,summer-carlotta-gallery,true,2026-03-18
Paradajs Photo Fest 2026 — Welcome to Paradise,Paradajs Photo Festival,2026-03-29,€10–€15,photography,"International photography open call exploring paradise in original, unconventional ways. Submit single photographs or series. Grand Prix winner receives €2,000, a one-month residency in Banská Štiavnica (fall 2026), production support, and a solo exhibition in 2027. 10 finalists shown in group exhibition.",https://festival.paradajsphoto.sk/program/open-call-2026,@paradajsphoto,"Banská Štiavnica, Slovakia","€2,000 + residency",,Google Form,Up to 10 images,"Jano Viazo, CEO, Paradajs Photo; Zuzana Pustaiová, Photographer & Editor; Branislav Štěpánek, Curator; Vanda Mesiariková, Photographer","~April 19, 2026",,paradajs-photo-fest-2026-welcome-to-paradise,true,2026-03-18
Beautiful Bizarre Art Prize — MPB Photography Award 2026,Beautiful Bizarre Magazine,2026-07-17,$40,photography,"International art prize (9th year) for representational photography in analogue or digital media. Submit fine art photography with only minor digital post-processing. 1st prize receives $3,000 cash, exhibition at Modern Eden Gallery in San Francisco, artwork published in December 2026 issue, in-depth interview, and 12-month Artist Directory listing. 2nd prize $1,000, 3rd prize $500 — all winners exhibit at Modern Eden. No AI-generated work accepted.",https://beautifulbizarreartprize.art/photography-award-prizes/,@beautifulbizarremagazine,Online,"$3,000",,Website form,1 image,,December 2026,Not accepted,beautiful-bizarre-art-prize-mpb-photography-award-2026,true,2026-03-18
FotoDoc Photo Contest 2026,FotoDoc Festival,2026-06-30,Free,photography,"International documentary photography contest with three categories: Single Image (1–3 photos), Photo Essay (6–8 photos), and Portfolio (10–15 photos). Free to submit; $29 publication fee only if selected. 60 finalists published in festival catalog. 25 winners exhibited at FotoDoc Festival in São Paulo in November 2026. Overall Portfolio winner receives trophy, airfare, and accommodation to attend the festival. No AI-generated images accepted.",https://fotodoc.com.br/en/contest/,@festivalfotodoc,"São Paulo, Brazil",Exhibition + travel,,Website form,1–15 images,,November 2026,Not accepted,fotodoc-photo-contest-2026,true,2026-03-18
SUB(SCAPE) — Manifest Gallery Season 22,Manifest Gallery,2026-03-29,$45,exhibition,"Themed group exhibition exploring what lies beneath the visible — structural, psychological, geological, social, or conceptual systems that sustain or destabilize the world above. Open to all media including photography. Submit up to 3 entries for $45, $5 per additional. Every exhibiting artist receives a $50 honorarium. One work selected for a $1,000 Grand Jury Award. Artists receive 70% on sales. Exhibition at Manifest Gallery in Cincinnati, July 10 – August 7, 2026. 22nd season of this nonprofit creative research gallery.",https://www.manifestgallery.org/season22/subscape/,@manifestgallery,"Cincinnati, OH, USA","$1,000",,Website form,Up to 3 images,,"June 1, 2026",,sub-scape-manifest-gallery-season-22,true,2026-03-18
Artadia Awards 2026 — New York City,Artadia,2026-04-01,Free,grant,"Unrestricted merit-based grants for contemporary visual artists including photographers. Three awardees receive $15,000 each. Two-round jury process: curators review applications, then conduct 45-minute virtual studio visits with 6 finalists. Non-selected finalists receive honorariums. Artadia runs awards in 7 US cities throughout the year — NYC deadline April 1, with San Francisco (May–June), Boston (Aug–Sep), Atlanta (Sep–Oct), and Houston (Oct–Nov) following. Past awardees include artists featured in the Whitney Biennial and Prospect New Orleans.",https://artadia.org/awards/,@artadia,"New York, NY, USA","$15,000",united-states,Submittable,8 images,,,,artadia-awards-2026-new-york-city,true,2026-03-18
XII Premio Internacional de Fotografía Jalón Ángel,Archivo Fotográfico Jalón Ángel,2026-05-04,Free,photography,"12th edition of this international photography prize organized by Universidad San Jorge in Zaragoza, Spain. Three categories: Portrait (spontaneous or posed), Travel (landscapes, cultures, traditions), and Migration & Borders (human movement, territorial and cultural limits). One photograph per category. No AI, no heavy retouching, RAW files may be requested. Winners announced June 25. Named after Jalón Ángel (1898–1976), one of Spain's most celebrated portrait photographers.",https://www.jalonangel.com/premio,@archivojalonangel,"Zaragoza, Spain","€1,500",,Website form,1 image per category,,"June 25, 2026",Not accepted,xii-premio-internacional-de-fotograf-a-jal-n-ngel,true,2026-03-18
Bethany Arts Community — Fall Multidisciplinary Residency 2026,Bethany Arts Community,2026-05-06,Free,residency,"Two-week artist residency in Ossining, New York (Sep 22 – Oct 6, 2026) for 12 artists across all disciplines including photography, visual arts, film, writing, and performance. Residents receive a $450 stipend, private studio, room and board, and 3 meals daily. Each artist facilitates one community program during the residency. Requires one letter of recommendation and one reference. Funded by the National Endowment for the Arts and New York State Council on the Arts.",https://bethanyarts.submittable.com/submit,@bethanyartsorg,"Ossining, NY, USA",$450 + residency,,Submittable,,,"June 26, 2026",,bethany-arts-community-fall-multidisciplinary-residency-2026,true,2026-03-18
Diane Dammeyer Fellowship in Photographic Arts and Social Awareness 2026/27,Museum of Contemporary Photography at Columbia,2026-06-12,Free,grant,"Fellowship supporting socially engaged photographers in creating work within a community. The fellow partners with a Chicago-based community organization to address human rights, social, economic, or cultural issues through photography. September–June commitment with flexible hours. Culminates in a public exhibition and/or publication at MoCP. Preference for Chicago-based projects. Requires MFA in photography or related field, or BA with 5 years post-degree creative practice. Two professional references required.",https://form.jotform.com/260464559982168,@mocpchi,"Chicago, IL, USA",Fellowship + exhibition,professional,JotForm,Up to 20 images,,,,diane-dammeyer-fellowship-in-photographic-arts-and-social-awareness-2026-27-museum-of-contemporary-photography-at-columbia,false,2026-03-19
XIX Premio de Fotografía Fundación ENAIRE 2026,Fundación ENAIRE,2026-04-13,Free,photography,"19th edition of this prestigious photography prize, running since 2005, in collaboration with PHotoESPAÑA. Open theme — submit up to 3 artistic photographs (digital or analog). Two-phase process: digital submission, then 30 finalists present physical prints (1x1m to 3x3m). Winning works join the ENAIRE Contemporary Art Collection. Finalists and winners exhibit at Naves de Gamazo in Santander during PHotoESPAÑA 2026. AI-generated images not allowed.",https://www.fundacionenaire.es/bases26/bases-premio-fotografia-2026.pdf,@fundacionenaire,"Santander, Spain","€12,000",professional,Website form,Up to 3 images,,"June 11, 2026",,xix-premio-de-fotograf-a-fundaci-n-enaire-2026,true,2026-03-19
International Photography and Football Open Call 2026,Fundación Televisa,2026-05-01,Free,photography,"International open call for photographers to capture football/soccer in any form — packed stadiums, dirt fields, color or black and white, cameras or phones. Winners exhibited alongside the Annie Leibovitz Futbol 2026 exhibition at the National Museum of Anthropology in Mexico City. Submit 1–3 images. Judged on originality, impact, and narrative quality.",https://site.picter.com/convocatoria-internacional-fotografia-y-futbol-2026,@fundaciontelevisa,"Mexico City, Mexico","$18,000",,,1–3 images,"Annie Leibovitz, Photographer; Pablo Ortiz Monasterio, Photographer & Editor; Carlos Cuarón, Filmmaker; Ana Hop, Photographer",May 2026,,international-photography-and-football-open-call-2026-fundaci-n-televisa,false,2026-03-19
Women Photograph + Leica Documentary Grant 2026,Women Photograph,2026-05-15,Free,grant,"Grant supporting women, nonbinary, and transgender documentary photographers. The $10,000 Leica grant supports ongoing documentary projects — submit 20 images showing substantial completed work. Seven additional $5,000 grants available for new or in-progress visual journalism projects. Applications open April 1.",https://www.womenphotograph.com/grants,@womenphotograph,Online,"$10,000",women,Picter,,,,,women-photograph-leica-documentary-grant-2026,true,2026-03-19
Lenscratch Student Prize 2026,Lenscratch,2026-06-01,Free,photography,"Annual prize supporting emerging student photographers. First Prize $2,000 cash plus year-long mentorship with Aline Smithson, portfolio reviews with curators, $500 Freestyle Photo gift certificate, and exhibition. Second Prize $1,000, Third $750, four Honorable Mentions $500 each.",https://lenscratch.com/2026/03/the-2026-lenscratch-student-prize-is-open/,@laboratoryforartists,Online,"$2,000",emerging,Google Forms,,"Aline Smithson, Founder & Editor-in-Chief, Lenscratch; Alexa Dilworth, Former Publishing Director, CDS at Duke University; Kris Graves, Director, Kris Graves Projects; Karen Haas, Lane Curator of Photographs, Museum of Fine Arts Boston; Yorgos Efthymiadis, Founder, The Curated Fridge; Hamidah Glasgow, Curator & Former Director, Center for Fine Art Photography",,,lenscratch-student-prize-2026,true,2026-03-19
